,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
1421,511nji295,Downed pole and Downed wires on US 1 Business southbound at Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?642 …,2019-10-25 09:42:57+00:00,Downed pole and Downed wires on US-1 Business southbound at Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?642 …,US-1 Business,Texas Av/Hopatcong Dr,,southbound,,all lanes,,Lawrence Township
1422,NJDOT_info,Rt 38 eastbound all lanes are closed West of CR 616/CR 627/Coles Av in Cherry Hill for a crash investigation. Follow detour or plan alternate route,2019-10-25 09:27:37+00:00,Route 38 eastbound all lanes are closed West of Country Route 616/Country Route 627/Coles Av in Cherry Hill for a crash investigation. Follow detour or plan alternate route,Route 38,Country Route 616/Country Route 627/Coles Av,,eastbound,,all lanes,West of,Cherry
1423,NJDOT_info,Rt 1 Business all lanes remain closed and detoured in both directions at Texas Av/Hopatcong Dr in Lawrence Twp due to downed pole and wires. Follow detour or plan alternate route,2019-10-25 09:25:58+00:00,Route 1 Business all lanes remain closed and detoured in both directions at Texas Av/Hopatcong Dr in Lawrence Township  due to downed pole and wires. Follow detour or plan alternate route,Route 1 Business,,,,,,,both
1424,511nji295,"Construction, construction on I-295 both directions from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 6:00 A.M. use caution https://511nj.org/event/ORI214030901?339 …",2019-10-25 08:48:57+00:00,"Construction, construction on Interstate 295 both directions from Exit 73 - Scotch Road (Hopewell Township ) to Delaware River/Scudder Falls Bridge (Ewing Township ) 1 lane closed until 6:00 A.M. use caution https://511nj.org/event/ORI214030901?339 …",Interstate 295,Delaware River/Scudder Falls Bridge,Exit 73 - Scotch Road,both directions,,1 lane,from,"Hopewell Township, Ewing Township"
1425,511nji295,"Construction, construction on I-295 northbound at Exit 26N - I-76/I-676 (Bellmawr) all lanes closed and detoured until 5:00 A.M. use caution https://511nj.org/event/ORI214044201?111 …",2019-10-25 08:17:57+00:00,"Construction, construction on Interstate 295 northbound at Exit 26N - Interstate 76/Interstate 676 (Bellmawr) all lanes closed and detoured until 5:00 A.M. use caution https://511nj.org/event/ORI214044201?111 …",Interstate 295,,Exit 26N - Interstate 76/Interstate 676,northbound,,all lanes,,Bellmawr
1426,511nji295,Downed pole and Downed wires on US 1 Business both directions at Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?331 …,2019-10-25 08:05:57+00:00,Downed pole and Downed wires on US-1 Business both directions at Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?331 …,US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1427,511nji295,Downed wires and Pedestrian accident and Utility Pole Down on US 1 Business both directions at Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?997 …,2019-10-25 08:03:57+00:00,Downed wires and Pedestrian accident and Utility Pole Down on US-1 Business both directions at Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured follow detour 5 mile delay https://511nj.org/event/ORI214046101?997 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1428,511nji195,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?546 …",2019-10-25 08:02:58+00:00,"Construction, construction on Interstate 195 westbound at Exit 16 - Country Route 537/Great Adventure (Jackson Township ) right shoulder closed until 11:59 P.M. on November 15, 2019 https://511nj.org/event/ORI213338801?546 …",Interstate 195,,Exit 16 - Country Route 537/Great Adventure,westbound,,right shoulder,,Jackson Township
1429,511nji295,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212614201?430 …",2019-10-25 08:01:58+00:00,"Construction, construction on NJ 29 both directions from West Upper Ferry Road (Ewing Township ) to NJ 175/Scenic Dr (Ewing Township ) 1 lane closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212614201?430 …","NJ 29, NJ 175/Scenic Dr",West Upper Ferry Road,,both directions,,1 lane,from,Ewing Township
1430,511nji676,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?785 …",2019-10-25 08:01:58+00:00,"Construction, construction on Interstate 676 both directions South of Exit 5 - Country Route 537 (Camden) to Exit 5 - Country Route 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019 https://511nj.org/event/ORI212947001?785 …",Interstate 676,,"Exit 5 - Country Route 537, Exit 5 - Country Route 537",both directions,,right shoulder,South of,"Camden, Camden"
1431,511nji295,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?371 …",2019-10-25 08:01:57+00:00,"Construction, construction on NJ 175 northbound ramp to southbound Interstate 295 (Ewing Township ) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020 https://511nj.org/event/ORI207356301?371 …",NJ 175,southbound Interstate 295,,northbound,,"ramp, exit ramp",,Ewing Township
1432,511nji195,"Construction, construction on I-195 westbound approaching Exit 28 - US 9 (Howell Twp) right shoulder closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212135201?5 …",2019-10-25 08:01:57+00:00,"Construction, construction on Interstate 195 westbound approaching Exit 28 - US-9 (Howell Township ) right shoulder closed until 11:59 P.M. on October 31, 2019 https://511nj.org/event/ORI212135201?5 …",Interstate 195,,Exit 28 - US-9,westbound,,right shoulder,,Howell Township
1433,511njgsp,"Roadwork, roadwork on Garden State Parkway southbound North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) to North of Exit 124 - Main St (Sayreville) 4 left lanes closed for repairs until 10:00 A.M. https://511nj.org/event/ORI214043101?406 …",2019-10-25 07:07:58+00:00,"Roadwork, roadwork on Garden State Parkway southbound North of Exit 127 - US-9/Interstate 287/NJ 440 (Woodbridge Township ) to North of Exit 124 - Main Street (Sayreville) 4 left lanes closed for repairs until 10:00 A.M. https://511nj.org/event/ORI214043101?406 …",Garden State Parkway,,,southbound,,left lanes,North of,Sayreville
1434,511nji295,Downed wires and Pedestrian accident and Utility Pole Down on US 1 Business both directions Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?823 …,2019-10-25 05:30:58+00:00,Downed wires and Pedestrian accident and Utility Pole Down on US-1 Business both directions Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?823 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1435,511nji295,Downed wires and Pedestrian accident and Utility Pole Down on US 1 Business both directions Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?342 …,2019-10-25 04:11:57+00:00,Downed wires and Pedestrian accident and Utility Pole Down on US-1 Business both directions Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?342 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1436,511njbt,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M. https://511nj.org/event/ORI214055807?791 …",2019-10-25 04:10:57+00:00,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M. https://511nj.org/event/ORI214055807?791 …",Holland Tunnel,,York Side - North Tube,westbound,,1 lane,New,Manhattan
1437,511njbt,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 AM https://511nj.org/event/ORI214054007?328 …",2019-10-25 03:38:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 AM https://511nj.org/event/ORI214054007?328 …",George Washington Bridge,Henry Hudson Parkway,,eastbound,,,from,"Manhattan, Manhattan"
1438,511njbt,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 P.M. https://511nj.org/event/ORI214054007?252 …",2019-10-25 03:34:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound from Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) left and center lanes closed until 4:00 P.M. https://511nj.org/event/ORI214054007?252 …",George Washington Bridge,Henry Hudson Parkway,,eastbound,,,from,"Manhattan, Manhattan"
1439,511njbt,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214053307?144 …",2019-10-25 03:15:57+00:00,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214053307?144 …",Holland Tunnel,"South Tube, South Tube",,eastbound,,1 lane,"New Jersey, -, -","Jersey City, New York, Manhattan"
1440,511njbt,"Construction, bridge construction on George Washington Bridge eastbound Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right and center lanes closed until 4:00 A.M. https://511nj.org/event/ORI214053207?941 …",2019-10-25 03:15:57+00:00,"Construction, bridge construction on George Washington Bridge eastbound Henry Hudson Parkway (Manhattan) to Lower Trans Manhattan Expressway (Manhattan) right and center lanes closed until 4:00 A.M. https://511nj.org/event/ORI214053207?941 …","George Washington Bridge, Hudson Parkway",,,,,right and,Henry,Manhattan
1441,511njbt,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Twp) to New York Side - South Tube (Manhattan) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214053107?64 …",2019-10-25 03:14:57+00:00,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Township ) to New York Side - South Tube (Manhattan) all lanes closed and detoured until 5:00 A.M. https://511nj.org/event/ORI214053107?64 …",Lincoln Tunnel,New York Side - South Tube,,,,all lanes,,"New Jersey Side - South Tube, Weehawken Township, Manhattan"
1442,511njace,"Construction, bridge painting on Atlantic City Expressway eastbound East of Exit 38 - CR 536 (Winslow Twp) right lane closed until 5:00 A.M. MOVE OVER FOR HIGHWAY WORKERS https://511nj.org/event/ORI214036301?504 …",2019-10-25 02:59:57+00:00,"Construction, bridge painting on Atlantic City Expressway eastbound East of Exit 38 - Country Route 536 (Winslow Township ) right lane closed until 5:00 A.M. MOVE OVER FOR HIGHWAY WORKERS https://511nj.org/event/ORI214036301?504 …",Atlantic City Expressway,,Exit 38 - Country Route 536,eastbound,,right lane,East of,Winslow Township
1443,511nji295,Downed wires and Pedestrian accident and Utility Pole Down on US 1 Business both directions Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?375 …,2019-10-25 02:59:57+00:00,Downed wires and Pedestrian accident and Utility Pole Down on US-1 Business both directions Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?375 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1444,511njgsp,Roadwork on Garden State Parkway northbound Exit 69 - CR 532/Waretown Rd (Ocean Twp) to North of Exit 69 - CR 532/Waretown Rd (Lacey Twp) 2 left lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214051201?814 …,2019-10-25 02:37:57+00:00,Roadwork on Garden State Parkway northbound Exit 69 - Country Route 532/Waretown Road (Ocean Township ) to North of Exit 69 - Country Route 532/Waretown Road (Lacey Township ) 2 left lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214051201?814 …,Garden State Parkway,,"Exit 69 - Country Route 532/Waretown Road, Exit 69 - Country Route 532/Waretown Road",northbound,,left lanes,,"Ocean Township, Lacey Township"
1445,511njbt,"Construction, construction on Bayonne Bridge southbound at New York Side (Staten Island) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214051007?915 …",2019-10-25 02:25:57+00:00,"Construction, construction on Bayonne Bridge southbound at New York Side (Staten Island) 1 lane closed until 5:00 A.M. https://511nj.org/event/ORI214051007?915 …",Bayonne Bridge,,,southbound,,1 lane,,"New York, Staten Island"
1446,511nji295,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214049101?418 …",2019-10-25 02:01:58+00:00,"Construction, construction on Interstate 295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Township ) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214049101?418 …",Interstate 295,,southbound Exit 76 - NJ 29,northbound,,"ramp, exit ramp",,Ewing Township
1447,511nji78,"Construction, milling on I-78 express lanes westbound between Exit 57 - US 1&9/NJ 21 (Newark) and Exit 52 - Garden State Parkway (Union Twp) right lane and shoulder closed for repairs until 5:30 A.M. https://511nj.org/event/ORI214049001?45 …",2019-10-25 02:01:58+00:00,"Construction, milling on Interstate 78 express lanes westbound between Exit 57 - US-1&9/NJ 21 (Newark) and Exit 52 - Garden State Parkway (Union Township ) right lane and shoulder closed for repairs until 5:30 A.M. https://511nj.org/event/ORI214049001?45 …",Interstate 78,,"Exit 57 - US-1&9/NJ 21, Exit 52 - Garden State Parkway",westbound,,right lane,between,"Newark, Union Township"
1448,511nji295,"Construction, construction on NJ 175 both directions between West Upper Ferry Rd (Ewing Twp) and NJ 29 (Ewing Twp) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214049201?226 …",2019-10-25 02:01:58+00:00,"Construction, construction on NJ 175 both directions between West Upper Ferry Road (Ewing Township ) and NJ 29 (Ewing Township ) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214049201?226 …","NJ 175, NJ 29",West Upper Ferry Road,,both directions,,all lanes,between,"Ewing Township, Ewing Township"
1449,511nji295,"Construction, construction on I-295 southbound from north of Exit 67 - US 1 (Lawrence Twp) to South of Exit 67 - US 1 (Lawrence Twp) 2 left lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214048701?926 …",2019-10-25 02:01:57+00:00,"Construction, construction on Interstate 295 southbound from north of Exit 67 - US-1 (Lawrence Township ) to South of Exit 67 - US-1 (Lawrence Township ) 2 left lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214048701?926 …",Interstate 295,,"Exit 67 - US-1, Exit 67 - US-1",southbound,,2 left lanes,"from north of, South of","Lawrence Township, Lawrence Township"
1450,511njtpk,Roadwork on New Jersey Turnpike Southbound between North of Interchange 4 - NJ 73 (Mount Laurel Twp) and South of Interchange 4 - NJ 73 (Cherry Hill Twp) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048601?620 …,2019-10-25 01:59:57+00:00,Roadwork on New Jersey Turnpike Southbound between North of Interchange 4 - NJ 73 (Mount Laurel Township ) and South of Interchange 4 - NJ 73 (Cherry Hill Township ) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048601?620 …,"New Jersey Turnpike, Interchange 4 - NJ 73, Interchange 4 - NJ 73",,,Southbound,,1 left lane,"between North of, and South of","Mount Laurel Township, Cherry Hill Township"
1451,511njbt,"Construction, construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?94 …",2019-10-25 01:49:57+00:00,"Construction, construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?94 …",George Washington Bridge,,,westbound,,right lane,,"Upper Trans Manhattan Expressway, Manhattan"
1452,511njbt,"Construction, construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214048307?380 …",2019-10-25 01:48:57+00:00,"Construction, construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214048307?380 …",George Washington Bridge,,,Lower Trans,,left lane,,Manhattan
1453,511njbt,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?472 …",2019-10-25 01:45:58+00:00,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?472 …",George Washington Bridge,,,westbound,,left lane,,"Upper Trans Manhattan Expressway, Manhattan"
1454,511nji295,Construction on US 1 northbound area of Harrison St (West Windsor Twp) right and center lanes closed for repairs https://511nj.org/event/ORI214048501?155 …,2019-10-25 01:45:58+00:00,Construction on US-1 northbound area of Harrison Street (West Windsor Township ) right and center lanes closed for repairs https://511nj.org/event/ORI214048501?155 …,US-1,Harrison Street,,northbound,,right and,area of,West Windsor Township
1455,511njbt,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048307?237 …",2019-10-25 01:39:58+00:00,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048307?237 …",George Washington Bridge,,,Lower Trans,,right lane,,Manhattan
1456,511nji295,Downed wires and Pedestrian accident and Utility Pole Down on US 1 Business both directions Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?905 …,2019-10-25 01:39:57+00:00,Downed wires and Pedestrian accident and Utility Pole Down on US-1 Business both directions Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured 5 minute delay https://511nj.org/event/ORI214046101?905 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1457,511njgsp,"Roadwork, roadwork on Garden State Parkway northbound exiting at Exit 136 - Stiles St (Cranford Twp) partial ramp closed until 3:00 P.M. https://511nj.org/event/ORI213993401?543 …",2019-10-25 01:36:57+00:00,"Roadwork, roadwork on Garden State Parkway northbound exiting at Exit 136 - Stiles Street (Cranford Township ) partial ramp closed until 3:00 P.M. https://511nj.org/event/ORI213993401?543 …",Garden State Parkway,,Exit 136 - Stiles Street,northbound,,,exiting at,Cranford Township
1458,511njgsp,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 116 - PNC Arts Center (Holmdel Twp) and North of Exit 114 - Red Hill Rd (Holmdel Twp) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048401?987 …,2019-10-25 01:33:57+00:00,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 116 - PNC Arts Center (Holmdel Township ) and North of Exit 114 - Red Hill Road (Holmdel Township ) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048401?987 …,Garden State Parkway,,Exit 114 - Red Hill Road,Southbound,,1 left lane,between North of,Holmdel Township
1459,511njgsp,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 116 - PNC Arts Center (Holmdel Twp) and North of Exit 114 - Red Hill Rd (Holmdel Twp) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048401?949 …,2019-10-25 01:31:57+00:00,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 116 - PNC Arts Center (Holmdel Township ) and North of Exit 114 - Red Hill Road (Holmdel Township ) 1 left lane closed until 6:00 A.M. https://511nj.org/event/ORI214048401?949 …,Garden State Parkway,,Exit 114 - Red Hill Road,Southbound,,1 left lane,between North of,Holmdel Township
1460,511njbt,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) right lane closed until 6:00 A.M. https://511nj.org/event/ORI214048307?789 …",2019-10-25 01:30:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) right lane closed until 6:00 A.M. https://511nj.org/event/ORI214048307?789 …",George Washington Bridge,,,Lower Trans,,right lane,,Manhattan
1461,511njbt,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?710 …",2019-10-25 01:30:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right lane closed until 5:00 A.M. https://511nj.org/event/ORI214048207?710 …",George Washington Bridge,,,westbound,,right lane,,"Upper Trans Manhattan Expressway, Manhattan"
1462,511nji295,Downed wires and Utility Pole Down on US 1 Business both directions Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured https://511nj.org/event/ORI214046101?745 …,2019-10-25 01:29:57+00:00,Downed wires and Utility Pole Down on US-1 Business both directions Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured https://511nj.org/event/ORI214046101?745 …,Utility Pole Down on US-1 Business,Texas Av/Hopatcong Dr,,both directions,,all lanes,,Lawrence Township
1463,511njtpk,Roadwork on New Jersey Turnpike - Eastern Spur Southbound at North of Interchange 15W - I-280 (Kearny) partial ramp closure until 5:00 A.M. https://511nj.org/event/ORI214046301?346 …,2019-10-25 01:24:57+00:00,Roadwork on New Jersey Turnpike - Eastern Spur Southbound at North of Interchange 15W - Interstate 280 (Kearny) partial ramp closure until 5:00 A.M. https://511nj.org/event/ORI214046301?346 …,"New Jersey Turnpike - Eastern Spur, Interchange 15W - Interstate 280",,,Southbound,,,North of,Kearny
1464,NJTRANSIT_NBUS,"Bus Rte. No. 1 will operate on a detour in Irvington. Mt. Vernon Place btwn Norman Rd and Eastern PKWY closed due to an police investigation. Buses to Jersey City/NWK will use Mt. Vernon, Manor Dr., Irvington Ave and Sanford Ave.",2019-10-25 01:16:37+00:00,"Bus Rte. No. 1 will operate on a detour in Irvington. Mt. Vernon Place btwn Norman Road and Eastern PKWY closed due to an police investigation. Buses to Jersey City/NWK will use Mt. Vernon, Manor Dr., Irvington Ave and Sanford Ave.",,Jersey City/NWK will,,,,,,"Irvington, Vernon"
1465,511nji295,Downed wires and Utility Pole Down on US 1 Business northbound Texas Av/Hopatcong Dr (Lawrence Twp) all lanes closed and detoured https://511nj.org/event/ORI214046101?270 …,2019-10-25 01:10:57+00:00,Downed wires and Utility Pole Down on US-1 Business northbound Texas Av/Hopatcong Dr (Lawrence Township ) all lanes closed and detoured https://511nj.org/event/ORI214046101?270 …,Utility Pole Down on US-1 Business,,,,,all lanes,,
1466,NJTRANSIT_SBUS,"Bus Route Nos. 404/405/407 will operate on a detour in Camden. Federal St and Marlton Pike closed due to road construction work. Buses to Camden will use State St., River Rd and Federal St. Buses to Cherry Hill/Moorestown will use River Rd., State ... http://bit.ly/2UmHMdx",2019-10-25 01:06:16+00:00,"Bus Route Nos. 404/405/407 will operate on a detour in Camden. Federal Street and Marlton Pike closed due to road construction work. Buses to Camden will use State St., River Road and Federal Street Buses to Cherry Hill/Moorestown will use River Rd., State ... http://bit.ly/2UmHMdx","Route Nos, State St.","Cherry Hill/Moorestown will use River Rd., State ... http://bit.ly/2UmHMdx",,Street Buses,,Pike,to,"Camden, Marlton"
1467,511nji80,"Construction, bridge work on I-80 westbound East of Exit 12 - CR 521/Hope-Blairstown Rd (Frelinghuysen Twp) to Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) right and center lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214045901?173 …",2019-10-25 01:01:00+00:00,"Construction, bridge work on Interstate 80 westbound East of Exit 12 - Country Route 521/Hope-Blairstown Road (Frelinghuysen Township ) to Exit 12 - Country Route 521/Hope-Blairstown Road (Hope Township ) right and center lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214045901?173 …",Interstate 80,,"Exit 12 - Country Route 521/Hope-Blairstown Road, Exit 12 - Country Route 521/Hope-Blairstown Road",westbound,,right and,East of,"Frelinghuysen Township, Hope Township"
1468,511nji76,"Construction, construction on I-76 eastbound ramp to northbound Exit 1B - I-295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214045101?604 …",2019-10-25 01:00:59+00:00,"Construction, construction on Interstate 76 eastbound ramp to northbound Exit 1B - Interstate 295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214045101?604 …",Interstate 76,,northbound Exit 1B - Interstate 295,eastbound,,"ramp, exit ramp",,Bellmawr
1469,511nji676,"Construction, roadwork on I-676 both directions North of Exit 4 - Atlantic Ave (Camden) left lane closed until 5:00 A.M. use caution https://511nj.org/event/ORI214045301?48 …",2019-10-25 01:00:59+00:00,"Construction, roadwork on Interstate 676 both directions North of Exit 4 - Atlantic Ave (Camden) left lane closed until 5:00 A.M. use caution https://511nj.org/event/ORI214045301?48 …",Interstate 676,,Exit 4 - Atlantic Ave,both directions,,left lane,North of,Camden
1470,511nji295,"Construction, construction on I-295 southbound from Exit 28 - NJ 168/Black Horse Pike (Bellmawr) to Exit 26S - NJ 42/I-76/I-676 (Bellmawr) 1 to 2 lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044901?834 …",2019-10-25 01:00:59+00:00,"Construction, construction on Interstate 295 southbound from Exit 28 - NJ 168/Black Horse Pike (Bellmawr) to Exit 26S - NJ 42/Interstate 76/Interstate 676 (Bellmawr) 1 to 2 lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044901?834 …",Interstate 295,,"Exit 28 - NJ 168/Black Horse Pike, Exit 26S - NJ 42/Interstate 76/Interstate 676",southbound,,1 to 2 lanes,from,"Bellmawr, Bellmawr"
1471,511nji295,"Construction, roadwork on I-295 northbound North of Exit 52 - Columbus Rd (Mansfield Twp) 2 left lanes closed until 5:00 A.M. https://511nj.org/event/ORI214045401?607 …",2019-10-25 01:00:58+00:00,"Construction, roadwork on Interstate 295 northbound North of Exit 52 - Columbus Road (Mansfield Township ) 2 left lanes closed until 5:00 A.M. https://511nj.org/event/ORI214045401?607 …",Interstate 295,,Exit 52 - Columbus Road,northbound,,2 left lanes,North of,Mansfield Township
1472,511nj42,"Construction, roadwork on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Twp) to I-295 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044301?838 …",2019-10-25 01:00:58+00:00,"Construction, roadwork on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Township ) to Interstate 295 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214044301?838 …","NJ 42, Interstate 295",,Exit 13 - NJ 55,northbound,,2 right lanes,"from, to","Deptford Township, Bellmawr"
